Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
28-08-2024,East,Furniture,Supplier A,Warehouse 3,Fulfilled,767,167,1689.155748,FALSE,1,FALSE,54937.35098,1638.5,5715
27-08-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,792,3110,4710.247338,TRUE,17,FALSE,127111.0133,1966.5,5995
26-08-2024,South,Accessories,Supplier D,Warehouse 1,Fulfilled,511,823,13220.99117,TRUE,14,FALSE,102041.5579,611.5,6244
25-08-2024,West,Furniture,Supplier B,Warehouse 3,Fulfilled,804,400,10498.95445,TRUE,26,FALSE,148799.5569,1846,7302
24-08-2024,West,Electronics,Supplier B,Warehouse 2,Fulfilled,153,3292,3551.665247,TRUE,5,FALSE,7107.289579,4012.5,8091
23-08-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,710,4733,6986.582961,TRUE,10,FALSE,19048.51639,4563.5,7181
22-08-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,501,4394,2972.801709,TRUE,13,FALSE,40105.39087,2925.5,8978
21-08-2024,West,Furniture,Supplier B,Warehouse 1,Pending,748,1457,11787.2119,TRUE,5,FALSE,62596.01312,2871,5983
20-08-2024,East,Clothing,Supplier A,Warehouse 3,Pending,449,4285,2040.855619,TRUE,18,FALSE,58558.66309,3549,9469
19-08-2024,North,Furniture,Supplier C,Warehouse 2,Pending,172,2813,11710.93153,TRUE,1,FALSE,12421.25652,2135,7884
18-08-2024,West,Clothing,Supplier A,Warehouse 3,Fulfilled,926,1457,14685.79671,TRUE,3,FALSE,110317.8901,2430.5,7109
17-08-2024,West,Accessories,Supplier B,Warehouse 3,Pending,529,3404,8582.894024,TRUE,27,FALSE,39211.61302,3323,8288
16-08-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,712,3242,8152.549947,TRUE,6,FALSE,118364.3837,3792.5,5591
15-08-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,244,4343,9266.324599,TRUE,11,FALSE,7498.753031,3824,7565
14-08-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,343,3305,13671.03455,TRUE,16,FALSE,66987.21334,3993.5,5350
13-08-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,579,4682,13807.70346,TRUE,24,FALSE,93554.13015,4005,5526
12-08-2024,North,Clothing,Supplier D,Warehouse 3,Fulfilled,197,3328,11027.88923,TRUE,29,FALSE,18921.09649,2958.5,7155
11-08-2024,West,Electronics,Supplier C,Warehouse 2,Pending,213,2589,14050.83356,TRUE,13,FALSE,13990.60162,1416,6398
10-08-2024,East,Accessories,Supplier C,Warehouse 2,Canceled,990,243,9024.583711,TRUE,24,FALSE,162451.7952,1427,6658
09-08-2024,South,Accessories,Supplier B,Warehouse 2,Fulfilled,978,2611,8535.72094,TRUE,8,FALSE,93982.45512,1931.5,7375
08-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,145,1252,1303.77834,FALSE,16,FALSE,23523.3427,1282,6930
07-08-2024,South,Furniture,Supplier D,Warehouse 1,Fulfilled,778,1312,5409.862822,FALSE,22,FALSE,26810.37479,2957.5,6751
06-08-2024,South,Clothing,Supplier C,Warehouse 3,Canceled,489,4603,12179.2611,FALSE,17,FALSE,58604.13821,3526,9848
05-08-2024,West,Accessories,Supplier A,Warehouse 2,Canceled,405,2449,5444.01517,TRUE,26,FALSE,39236.06843,1809,5050
04-08-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,897,1169,12054.49277,TRUE,18,FALSE,169762.7434,2485,9804
03-08-2024,South,Clothing,Supplier A,Warehouse 2,Pending,688,3801,8973.740863,TRUE,5,TRUE,61979.33441,3842,5951
02-08-2024,South,Accessories,Supplier A,Warehouse 3,Pending,255,3883,8174.377998,FALSE,18,FALSE,13949.64828,3704.5,5941
01-08-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,71,3526,5701.541783,TRUE,17,FALSE,13084.31891,2145.5,9600
31-07-2024,South,Furniture,Supplier A,Warehouse 2,Fulfilled,469,765,5741.563672,TRUE,6,FALSE,34498.89759,2763.5,9754
30-07-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,734,4762,7380.893077,TRUE,28,FALSE,69825.18731,2752,7179
29-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,85,742,3279.234123,TRUE,10,FALSE,11573.38963,1860,5706
28-07-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,503,2978,1644.482898,TRUE,28,FALSE,10453.3119,3422.5,9639
27-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,199,3867,8929.154786,TRUE,26,FALSE,5647.11729,4119.5,5082
26-07-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,381,4372,12871.04928,TRUE,29,FALSE,7865.348009,4420,8978
25-07-2024,East,Furniture,Supplier B,Warehouse 3,Fulfilled,363,4468,7072.378181,TRUE,29,FALSE,53877.60371,2677,9221
24-07-2024,South,Furniture,Supplier D,Warehouse 3,Fulfilled,177,886,2196.254173,TRUE,17,FALSE,6013.351864,1921.5,8187
23-07-2024,East,Electronics,Supplier A,Warehouse 3,Pending,723,2957,7043.635069,TRUE,7,FALSE,62349.57795,3129.5,7209
22-07-2024,East,Furniture,Supplier C,Warehouse 3,Pending,959,3302,4692.482417,TRUE,24,FALSE,67386.7723,2559,9596
21-07-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,777,1816,1145.38107,TRUE,1,FALSE,128278.6517,3051.5,8647
20-07-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,707,4287,6559.317951,FALSE,12,FALSE,108119.4703,2270,6768
19-07-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,918,253,6084.038783,TRUE,24,FALSE,59833.00687,765,8977
18-07-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,895,1277,12132.6131,TRUE,10,FALSE,42767.68113,3100.5,6139
17-07-2024,East,Furniture,Supplier B,Warehouse 2,Fulfilled,671,4924,11565.67584,TRUE,21,FALSE,79146.32059,3964.5,8566
16-07-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,955,3005,5140.82254,TRUE,29,FALSE,153613.8142,3865.5,7607
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,966,4726,4475.378546,TRUE,19,FALSE,162059.7672,3560,8877
14-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,329,2394,1901.28847,TRUE,11,FALSE,27545.04296,1745,6849
13-07-2024,South,Furniture,Supplier A,Warehouse 1,Pending,920,1096,10602.94482,TRUE,25,FALSE,113958.1323,675,8236
12-07-2024,West,Furniture,Supplier C,Warehouse 3,Fulfilled,174,254,13591.58634,TRUE,23,FALSE,31139.29982,1815,6561
11-07-2024,South,Electronics,Supplier C,Warehouse 1,Canceled,389,3376,14432.02655,TRUE,15,TRUE,53822.93277,4065,7785
10-07-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,205,4754,9434.652996,TRUE,25,FALSE,6289.580717,2794,6566
09-07-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,662,834,730.8438753,TRUE,24,TRUE,92812.3343,545,9189
08-07-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,573,256,1977.430433,TRUE,21,FALSE,110012.0962,1930,8241
07-07-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,576,3604,6988.791901,TRUE,11,FALSE,28526.70624,3394.5,9962
06-07-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,334,3185,1646.602304,TRUE,19,FALSE,49558.72659,2702.5,8323
05-07-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,243,2220,11586.23982,TRUE,1,FALSE,48225.22219,1936,9833
04-07-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,127,1652,13804.40097,FALSE,8,FALSE,17792.49585,1154,6349
03-07-2024,East,Furniture,Supplier D,Warehouse 3,Pending,618,656,14464.8649,TRUE,1,FALSE,95659.56705,1452,8404
02-07-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,720,2248,509.0989911,TRUE,6,FALSE,73480.29842,3071.5,9802
01-07-2024,West,Electronics,Supplier B,Warehouse 2,Canceled,435,3895,4804.987277,FALSE,25,FALSE,86766.8073,2245,8226
30-06-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,972,595,4279.789787,TRUE,28,FALSE,121790.1564,1508,5524
29-06-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,457,2421,12317.72209,TRUE,23,FALSE,74981.79755,1716.5,9116
28-06-2024,North,Clothing,Supplier D,Warehouse 2,Fulfilled,725,1012,10204.35404,TRUE,23,TRUE,93286.33664,848.5,6194
27-06-2024,South,Furniture,Supplier C,Warehouse 3,Pending,685,685,8052.791587,TRUE,19,FALSE,19688.26832,468,9268
26-06-2024,East,Clothing,Supplier A,Warehouse 3,Fulfilled,484,251,13063.54042,TRUE,8,FALSE,60581.44576,637.5,5560
25-06-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,370,1024,11157.87916,TRUE,26,FALSE,10145.12186,2957,6933
24-06-2024,East,Accessories,Supplier A,Warehouse 3,Fulfilled,627,4890,3494.748858,TRUE,18,FALSE,68605.47497,3849,7655
23-06-2024,South,Furniture,Supplier A,Warehouse 1,Pending,109,2808,14049.09314,TRUE,28,FALSE,16287.43411,2136,9665
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,88,1464,9523.393197,TRUE,4,FALSE,14100.84806,1651,5092
21-06-2024,East,Furniture,Supplier A,Warehouse 2,Pending,837,1838,2232.008817,FALSE,1,FALSE,108880.1223,2469.5,5071
20-06-2024,West,Electronics,Supplier D,Warehouse 3,Fulfilled,737,3101,954.4686985,FALSE,27,FALSE,122611.6022,3732,6220
19-06-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,787,4363,4360.356772,TRUE,29,FALSE,66783.09237,2790,8658
18-06-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,554,1217,8981.497963,TRUE,3,FALSE,16464.80942,1866,8977
17-06-2024,North,Accessories,Supplier A,Warehouse 2,Fulfilled,913,2515,11556.74355,TRUE,19,FALSE,169670.2164,3413.5,9605
16-06-2024,North,Furniture,Supplier A,Warehouse 2,Canceled,571,4312,9824.384406,TRUE,23,FALSE,109510.083,3647.5,8006
15-06-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,250,2983,1714.969102,TRUE,22,FALSE,8979.69143,3401.5,7543
14-06-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,907,3820,9312.78736,FALSE,7,FALSE,169352.7466,2630.5,5926
13-06-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,637,1441,3589.012138,TRUE,15,FALSE,94545.02095,1792,6908
12-06-2024,South,Clothing,Supplier B,Warehouse 3,Pending,122,2143,12969.14036,TRUE,17,FALSE,13737.97294,1565.5,7267
11-06-2024,South,Electronics,Supplier B,Warehouse 3,Pending,473,988,8279.621322,TRUE,9,FALSE,35363.53096,2144.5,6883
10-06-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,61,3301,12378.89608,TRUE,17,FALSE,4196.271632,2838.5,7427
09-06-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,371,2376,5189.921399,TRUE,25,FALSE,21648.1836,3649.5,5711
08-06-2024,South,Clothing,Supplier B,Warehouse 1,Fulfilled,650,4923,3547.783546,TRUE,2,FALSE,34559.01391,4863.5,7720
07-06-2024,East,Clothing,Supplier A,Warehouse 1,Canceled,523,4804,11600.37886,TRUE,19,FALSE,94670.41752,4682.5,8147
06-06-2024,South,Furniture,Supplier A,Warehouse 2,Pending,209,4561,2320.940489,TRUE,21,FALSE,13044.92876,2502,8099
05-06-2024,East,Furniture,Supplier D,Warehouse 3,Pending,211,443,10176.31182,TRUE,27,FALSE,29524.9398,2533.5,8944
04-06-2024,West,Clothing,Supplier A,Warehouse 1,Pending,385,4624,12363.11093,TRUE,16,FALSE,71624.78784,4430,9805
03-06-2024,South,Electronics,Supplier B,Warehouse 3,Canceled,602,4236,10848.74075,TRUE,14,FALSE,97970.36412,3786.5,6110
02-06-2024,West,Clothing,Supplier D,Warehouse 2,Fulfilled,332,3337,13596.26502,TRUE,11,FALSE,61986.28376,3312.5,5359
01-06-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,412,3288,14323.0874,TRUE,6,FALSE,32152.54272,3955,9754
31-05-2024,West,Accessories,Supplier C,Warehouse 3,Fulfilled,803,4622,5454.28132,FALSE,4,FALSE,150687.7639,3472.5,6387
30-05-2024,East,Accessories,Supplier A,Warehouse 3,Pending,517,2323,9190.699513,TRUE,2,FALSE,88421.91558,3309.5,6048
29-05-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,234,4296,1217.933131,TRUE,10,FALSE,8859.521103,3490,8875
28-05-2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,583,2684,708.4078008,TRUE,3,FALSE,90371.43536,2452.5,9695
27-05-2024,East,Electronics,Supplier B,Warehouse 3,Fulfilled,286,2221,10669.77162,TRUE,20,FALSE,12400.15978,1656.5,5823
26-05-2024,South,Electronics,Supplier A,Warehouse 1,Fulfilled,769,1092,4237.788079,TRUE,19,FALSE,85964.85601,1843,9165
25-05-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,295,2594,7788.136677,TRUE,24,FALSE,44460.27137,3183,7008
24-05-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,470,3772,8278.820672,TRUE,16,FALSE,37860.33229,2966,5006
23-05-2024,West,Accessories,Supplier D,Warehouse 2,Fulfilled,352,2160,14751.47171,TRUE,27,FALSE,39102.45808,3497,5948
22-05-2024,East,Clothing,Supplier A,Warehouse 1,Pending,603,4834,6295.04103,FALSE,8,FALSE,41768.47441,2531.5,5316
21-05-2024,West,Furniture,Supplier D,Warehouse 2,Pending,423,229,4466.359421,TRUE,4,FALSE,36247.84027,897,8821
20-05-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,410,1565,14491.46472,TRUE,29,FALSE,9448.795148,3129,9948
19-05-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,894,4693,5966.611823,TRUE,18,FALSE,85317.49801,3513.5,6652
18-05-2024,West,Furniture,Supplier B,Warehouse 2,Pending,786,2334,8727.926516,TRUE,19,FALSE,64820.21323,2999.5,9887
17-05-2024,North,Furniture,Supplier A,Warehouse 2,Fulfilled,857,3665,3151.949269,FALSE,27,FALSE,30074.04046,3834,8103
16-05-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,347,4003,14142.70588,TRUE,25,FALSE,67444.46798,2193,9666
15-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,493,383,2643.860349,TRUE,15,TRUE,49947.56321,574.5,6755
14-05-2024,West,Accessories,Supplier B,Warehouse 3,Fulfilled,827,766,14539.02819,TRUE,27,FALSE,112952.0604,2767.5,8987
13-05-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,430,4769,8359.39251,TRUE,24,FALSE,54198.9254,4233.5,6164
12-05-2024,West,Furniture,Supplier C,Warehouse 3,Pending,145,3698,3647.996827,TRUE,27,FALSE,12890.93144,3199,5554
11-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,842,2700,12298.79893,FALSE,6,TRUE,74376.85428,1759.5,7264
10-05-2024,East,Accessories,Supplier C,Warehouse 3,Fulfilled,845,819,3626.341596,TRUE,26,FALSE,80133.17917,2535,9158
09-05-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,727,4251,5451.306396,TRUE,5,FALSE,94002.04587,4214.5,7182
08-05-2024,South,Furniture,Supplier A,Warehouse 2,Canceled,645,4178,10493.13045,TRUE,17,FALSE,90932.48882,3199.5,6589
07-05-2024,North,Accessories,Supplier B,Warehouse 2,Pending,79,2221,10249.04988,TRUE,6,FALSE,8305.789555,2744.5,9163
06-05-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,743,3268,1669.711627,TRUE,10,FALSE,99245.9873,2018.5,9347
05-05-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,365,769,1038.143139,TRUE,19,FALSE,64325.26415,2595,5729
04-05-2024,North,Accessories,Supplier C,Warehouse 1,Fulfilled,947,4421,8043.363427,TRUE,29,FALSE,168113.3059,3841,5742
03-05-2024,North,Electronics,Supplier A,Warehouse 3,Fulfilled,705,3261,2519.883911,TRUE,10,FALSE,44338.71883,2995.5,7585
02-05-2024,West,Electronics,Supplier B,Warehouse 1,Canceled,866,2730,12740.69549,TRUE,29,FALSE,61425.86691,2955.5,6623
01-05-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,231,3181,2178.520671,TRUE,10,FALSE,16743.80146,3227.5,6692
30-04-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,930,3274,2443.360968,TRUE,16,FALSE,136680.7057,2969.5,7071
29-04-2024,North,Furniture,Supplier D,Warehouse 2,Pending,844,2665,9544.284028,TRUE,10,FALSE,42146.0735,2262,5851
28-04-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,539,1859,13535.84775,TRUE,27,FALSE,59513.31265,1581,7427
27-04-2024,North,Electronics,Supplier A,Warehouse 1,Canceled,244,1303,9679.734334,TRUE,22,FALSE,35633.42782,2523.5,5729
26-04-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,61,3744,2263.276261,TRUE,29,TRUE,11941.86057,2230,8910
25-04-2024,West,Accessories,Supplier B,Warehouse 3,Fulfilled,244,716,956.9391247,TRUE,9,FALSE,44005.11102,1371,7739
24-04-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,542,2026,11259.32555,TRUE,29,FALSE,98375.05881,2620,6368
23-04-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,380,3214,9926.64174,TRUE,4,FALSE,54175.51191,2977.5,8897
22-04-2024,West,Furniture,Supplier D,Warehouse 3,Fulfilled,220,2741,14713.78751,TRUE,27,FALSE,38107.81246,2460,7788
21-04-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,867,2179,6415.098366,TRUE,5,FALSE,96185.64413,2420.5,7524
20-04-2024,West,Electronics,Supplier B,Warehouse 3,Pending,345,2662,12943.01441,TRUE,22,FALSE,36589.82487,3248,5035
19-04-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,459,3834,14970.67311,TRUE,20,FALSE,69356.51143,3331,8326
18-04-2024,West,Electronics,Supplier D,Warehouse 2,Fulfilled,580,2828,4398.425237,TRUE,5,FALSE,78892.39334,1736.5,5349
17-04-2024,East,Accessories,Supplier A,Warehouse 2,Pending,157,645,4842.136997,TRUE,5,FALSE,23569.18247,1602.5,6436
16-04-2024,West,Electronics,Supplier B,Warehouse 2,Pending,821,2560,10684.87781,TRUE,6,FALSE,158581.0578,2393,9102
15-04-2024,North,Clothing,Supplier D,Warehouse 1,Canceled,841,2226,2002.732534,TRUE,2,FALSE,81520.48219,2972,8290
14-04-2024,West,Accessories,Supplier C,Warehouse 2,Fulfilled,667,3718,5808.64021,TRUE,12,FALSE,115524.3658,3521.5,7578
13-04-2024,North,Furniture,Supplier D,Warehouse 1,Fulfilled,435,3325,13913.43607,TRUE,9,FALSE,25283.8843,2391,9508
12-04-2024,North,Electronics,Supplier B,Warehouse 1,Canceled,760,1457,3498.566303,TRUE,2,TRUE,96996.74559,2674,5204
11-04-2024,West,Accessories,Supplier D,Warehouse 3,Pending,667,3891,1102.6178,TRUE,19,TRUE,99369.42999,2398,5704
10-04-2024,East,Clothing,Supplier C,Warehouse 1,Fulfilled,230,905,9711.342317,TRUE,4,FALSE,14736.3574,2849.5,8224
09-04-2024,West,Furniture,Supplier B,Warehouse 3,Fulfilled,608,4794,12761.81033,FALSE,29,FALSE,85177.31132,3242,9073
08-04-2024,North,Furniture,Supplier C,Warehouse 1,Fulfilled,370,1690,12107.77352,TRUE,25,FALSE,73054.73428,2465,8321
07-04-2024,South,Accessories,Supplier C,Warehouse 3,Fulfilled,397,3240,14941.90791,FALSE,26,FALSE,61079.70537,3810,9819
06-04-2024,North,Furniture,Supplier D,Warehouse 2,Pending,274,4380,8232.971256,TRUE,27,TRUE,28212.61252,2591.5,7647
05-04-2024,South,Furniture,Supplier C,Warehouse 3,Fulfilled,770,803,3700.136584,TRUE,13,FALSE,27285.09566,734.5,7358
04-04-2024,East,Accessories,Supplier C,Warehouse 1,Fulfilled,656,666,6400.027255,TRUE,25,FALSE,93411.86702,1717,6263
03-04-2024,East,Electronics,Supplier A,Warehouse 3,Canceled,957,2768,857.7143408,TRUE,4,FALSE,108718.567,1707.5,7457
02-04-2024,West,Furniture,Supplier A,Warehouse 2,Fulfilled,355,647,7882.790501,FALSE,9,FALSE,8483.300975,386.5,9874
01-04-2024,South,Clothing,Supplier B,Warehouse 2,Fulfilled,928,126,1956.63447,TRUE,7,FALSE,49898.53953,646.5,9501
31-03-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,459,1167,6483.834601,TRUE,11,FALSE,44116.36921,2592.5,9417
30-03-2024,North,Clothing,Supplier B,Warehouse 2,Fulfilled,376,4018,570.591911,TRUE,21,FALSE,8428.462895,4302,5227
29-03-2024,South,Furniture,Supplier B,Warehouse 1,Fulfilled,53,4586,14606.2403,TRUE,21,FALSE,1981.091566,3927,8483
28-03-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,390,3268,7454.563903,TRUE,23,FALSE,18156.17316,2134.5,7785
27-03-2024,South,Clothing,Supplier C,Warehouse 1,Fulfilled,936,1001,4696.827336,TRUE,18,FALSE,74838.25314,1161,8915
26-03-2024,South,Furniture,Supplier D,Warehouse 3,Canceled,956,1321,14485.07926,TRUE,16,FALSE,172452.7778,2275,7207
25-03-2024,South,Clothing,Supplier B,Warehouse 1,Fulfilled,178,3229,14452.0872,TRUE,25,FALSE,11584.20659,2938.5,6301
24-03-2024,East,Electronics,Supplier A,Warehouse 1,Fulfilled,137,2648,4943.41388,TRUE,22,FALSE,16021.4663,3797,7074
23-03-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,156,4946,6732.747711,TRUE,16,FALSE,14658.67768,2741.5,8197
22-03-2024,East,Furniture,Supplier B,Warehouse 3,Canceled,976,537,10866.02735,TRUE,19,FALSE,97923.64192,382.5,6145
21-03-2024,East,Furniture,Supplier D,Warehouse 2,Fulfilled,294,228,9651.196904,TRUE,28,FALSE,29146.58145,1624,9225
20-03-2024,West,Electronics,Supplier B,Warehouse 3,Fulfilled,472,3020,5701.958549,TRUE,9,FALSE,49313.70732,2490.5,6322
19-03-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,351,1961,12899.8975,TRUE,7,FALSE,50591.18617,2380,8048
18-03-2024,North,Electronics,Supplier A,Warehouse 1,Fulfilled,65,2799,909.3170149,TRUE,2,FALSE,7643.008859,2001.5,6773
17-03-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,193,1204,6039.781296,TRUE,19,FALSE,33749.25857,714,7845
16-03-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,913,224,2315.835372,TRUE,4,FALSE,88005.28675,1402.5,9620
15-03-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,834,2581,14022.73201,TRUE,22,FALSE,88080.16662,1857,8477
14-03-2024,East,Electronics,Supplier A,Warehouse 2,Fulfilled,365,1133,14036.91661,TRUE,14,FALSE,22246.15153,617,5525
13-03-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,243,101,12870.35849,TRUE,17,FALSE,5786.94885,1453.5,5870
12-03-2024,West,Electronics,Supplier B,Warehouse 2,Pending,179,2806,7290.358576,TRUE,10,FALSE,18460.30548,3804.5,9911
11-03-2024,West,Furniture,Supplier C,Warehouse 2,Pending,187,4803,1236.63755,FALSE,11,FALSE,33147.824,2614.5,9298
10-03-2024,West,Electronics,Supplier C,Warehouse 3,Fulfilled,933,426,4884.738234,TRUE,22,FALSE,93473.5221,1512.5,8049
09-03-2024,West,Furniture,Supplier A,Warehouse 3,Fulfilled,236,2599,3133.655617,TRUE,16,FALSE,21907.65791,1851.5,7880
08-03-2024,North,Accessories,Supplier A,Warehouse 1,Canceled,883,1104,7151.224177,TRUE,26,FALSE,124854.3105,1679.5,5061
07-03-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,337,2255,13984.06611,TRUE,14,FALSE,8781.229147,2876.5,5946
06-03-2024,North,Furniture,Supplier D,Warehouse 1,Fulfilled,230,3498,2666.825749,TRUE,18,FALSE,26078.66412,3804.5,7893
05-03-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,656,4111,7119.378402,FALSE,21,FALSE,61717.45019,3836.5,5998
04-03-2024,North,Furniture,Supplier C,Warehouse 1,Canceled,388,3562,13530.68167,FALSE,26,FALSE,65591.67846,2098,7743
03-03-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,464,634,9737.745388,TRUE,2,FALSE,76970.42242,2252,5810
02-03-2024,North,Electronics,Supplier B,Warehouse 3,Fulfilled,238,3870,14055.94918,FALSE,4,FALSE,24267.79952,3965,9384
01-03-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,902,4060,7559.009073,TRUE,26,FALSE,39328.83958,2372.5,6378
29-02-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,490,685,7216.391826,TRUE,25,FALSE,48095.25741,2234,5231
28-02-2024,East,Accessories,Supplier D,Warehouse 3,Pending,212,3783,12560.00715,TRUE,19,FALSE,18215.76347,4021.5,9185
27-02-2024,South,Clothing,Supplier A,Warehouse 3,Fulfilled,433,4260,4129.933877,TRUE,10,TRUE,28741.78837,3627.5,8010
26-02-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,208,2995,3657.011033,TRUE,7,FALSE,24331.64562,2086,6076
25-02-2024,South,Electronics,Supplier D,Warehouse 3,Fulfilled,527,1177,1684.356591,TRUE,28,FALSE,57014.92611,668.5,5350
24-02-2024,South,Electronics,Supplier B,Warehouse 1,Fulfilled,539,160,9471.831246,TRUE,4,FALSE,58765.87571,375.5,5740
23-02-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,196,591,10929.85883,TRUE,11,FALSE,20765.77842,1121,8283
22-02-2024,South,Electronics,Supplier C,Warehouse 3,Canceled,629,1651,9114.977676,TRUE,8,FALSE,32668.81167,1323.5,7895
21-02-2024,North,Furniture,Supplier D,Warehouse 2,Fulfilled,184,996,510.8417714,FALSE,25,FALSE,19586.01252,637,5519
20-02-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,656,278,13614.56577,TRUE,14,FALSE,112907.2398,1167,6683
19-02-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,667,2056,13099.90702,TRUE,12,FALSE,115960.8206,2456.5,6578
18-02-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,698,2857,4719.491149,TRUE,26,FALSE,125552.1857,3252.5,7207
17-02-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,859,3648,2394.753141,TRUE,26,FALSE,155426.8735,2832,6780
16-02-2024,West,Clothing,Supplier A,Warehouse 2,Fulfilled,638,2016,6901.806888,TRUE,11,FALSE,20931.46959,2650.5,5066
15-02-2024,East,Electronics,Supplier A,Warehouse 1,Pending,851,3285,7857.151594,TRUE,20,FALSE,73719.25813,2445,6683
14-02-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,349,1605,10680.19722,TRUE,1,FALSE,61494.06803,1807.5,8618
13-02-2024,West,Clothing,Supplier A,Warehouse 3,Fulfilled,885,2010,13720.0538,TRUE,28,FALSE,163464.6651,3072,8616
